route_id,ts,lat,lon,speed_kmh,engine_on,idle_flag
R-2023-05-01-04,2023-05-01 16:18:09,42.34827,-71.05934,33.3,1,0
R-2023-05-01-04,2023-05-01 16:28:28,42.3814,-71.03855,33.9,1,0
R-2023-05-01-04,2023-05-01 16:38:47,42.36909,-71.06238,25.7,1,0
R-2023-05-01-04,2023-05-01 16:49:05,42.3258,-71.04071,31.2,1,0
R-2023-05-01-04,2023-05-01 16:59:24,42.36161,-71.0696,23.4,1,0
R-2023-05-01-04,2023-05-01 17:09:42,42.37777,-71.04929,31.1,1,0
R-2023-05-01-04,2023-05-01 17:20:01,42.37554,-71.03702,26.0,1,0
R-2023-05-01-04,2023-05-01 17:30:20,42.37026,-71.038,31.1,1,0
R-2023-05-01-04,2023-05-01 17:40:38,42.35222,-71.07547,25.2,1,0
R-2023-05-01-04,2023-05-01 17:50:57,42.36881,-71.0325,27.6,1,0
R-2023-05-01-04,2023-05-01 18:01:16,42.34103,-71.05905,0.8,1,1
R-2023-05-01-05,2023-05-01 10:03:00,42.39597,-71.02396,3.0,1,0
R-2023-05-01-05,2023-05-01 10:15:05,42.36947,-71.04228,22.2,1,0
R-2023-05-01-05,2023-05-01 10:27:11,42.36556,-71.05799,34.0,1,0
R-2023-05-01-05,2023-05-01 10:39:17,42.36851,-71.08192,0.0,1,1
R-2023-05-01-05,2023-05-01 10:51:22,42.35265,-71.04012,0.0,1,1
R-2023-05-01-05,2023-05-01 11:03:28,42.34968,-71.05876,23.8,1,0
R-2023-05-01-05,2023-05-01 11:15:34,42.34983,-71.10239,26.6,1,0
R-2023-05-01-05,2023-05-01 11:27:39,42.332,-71.04777,29.4,1,0
R-2023-05-01-05,2023-05-01 11:39:45,42.34879,-71.07542,23.4,1,0
R-2023-05-01-05,2023-05-01 11:51:51,42.36082,-71.06953,21.1,1,0
R-2023-05-01-05,2023-05-01 12:03:57,42.34154,-71.04391,2.2,1,1
R-2023-05-01-05,2023-05-01 12:16:02,42.38348,-71.10868,26.7,1,0
R-2023-05-01-05,2023-05-01 12:28:08,42.38469,-71.05713,8.1,1,0
R-2023-05-01-05,2023-05-01 12:40:14,42.38333,-71.05939,26.4,1,0
R-2023-05-01-05,2023-05-01 12:52:19,42.35853,-71.07668,35.8,1,0
R-2023-05-01-05,2023-05-01 13:04:25,42.33681,-71.09669,26.3,1,0
R-2023-05-01-05,2023-05-01 13:16:31,42.3236,-71.04029,27.2,1,0
R-2023-05-01-05,2023-05-01 13:28:36,42.37896,-71.05731,32.2,1,0
R-2023-05-01-05,2023-05-01 13:40:42,42.38956,-71.08517,1.9,1,1
R-2023-05-01-05,2023-05-01 13:52:48,42.38946,-71.02878,0.0,1,1
R-2023-05-01-05,2023-05-01 14:04:54,42.38416,-71.07568,28.4,1,0
R-2023-05-01-05,2023-05-01 14:16:59,42.35561,-71.12511,24.4,1,0
R-2023-05-01-05,2023-05-01 14:29:05,42.39658,-71.0489,33.2,1,0
R-2023-05-01-05,2023-05-01 14:41:11,42.36714,-71.05075,7.6,1,0
R-2023-05-01-05,2023-05-01 14:53:16,42.36416,-71.06238,27.9,1,0
R-2023-05-01-05,2023-05-01 15:05:22,42.37798,-71.08563,6.5,1,0
R-2023-05-01-05,2023-05-01 15:17:28,42.33157,-71.06752,0.0,1,1
R-2023-05-01-05,2023-05-01 15:29:34,42.36491,-71.053,30.1,1,0
R-2023-05-01-05,2023-05-01 15:41:39,42.36035,-71.0425,0.0,1,1
R-2023-05-01-05,2023-05-01 15:53:45,42.33588,-71.05037,0.0,1,1
R-2023-05-01-05,2023-05-01 16:05:51,42.3695,-71.03583,34.0,1,0
R-2023-05-01-05,2023-05-01 16:17:56,42.34728,-71.06559,27.7,1,0
R-2023-05-01-05,2023-05-01 16:30:02,42.34151,-71.07039,31.9,1,0
R-2023-05-01-05,2023-05-01 16:42:08,42.38767,-71.03946,4.2,1,0
R-2023-05-01-05,2023-05-01 16:54:13,42.36992,-71.06244,29.5,1,0
R-2023-05-01-05,2023-05-01 17:06:19,42.35563,-71.05615,18.0,1,0
R-2023-05-01-05,2023-05-01 17:18:25,42.3799,-71.07613,0.0,1,1
R-2023-05-01-05,2023-05-01 17:30:31,42.34626,-71.09481,32.4,1,0
R-2023-05-01-05,2023-05-01 17:42:36,42.3528,-71.07235,29.3,1,0
R-2023-05-01-06,2023-05-01 10:18:00,47.61714,-122.35332,25.8,1,0
R-2023-05-01-06,2023-05-01 10:29:15,47.6138,-122.3223,20.1,1,0
R-2023-05-01-06,2023-05-01 10:40:31,47.61692,-122.33466,29.2,1,0
R-2023-05-01-06,2023-05-01 10:51:47,47.60099,-122.35052,0.0,1,1
R-2023-05-01-06,2023-05-01 11:03:03,47.60113,-122.29275,18.5,1,0
R-2023-05-01-06,2023-05-01 11:14:19,47.60162,-122.36047,36.3,1,0
R-2023-05-01-06,2023-05-01 11:25:35,47.59628,-122.33781,1.3,1,1
R-2023-05-01-06,2023-05-01 11:36:51,47.62209,-122.31751,28.6,1,0
R-2023-05-01-06,2023-05-01 11:48:07,47.59372,-122.32017,33.5,1,0
R-2023-05-01-06,2023-05-01 11:59:23,47.6177,-122.33748,19.2,1,0
R-2023-05-01-06,2023-05-01 12:10:39,47.62201,-122.36381,28.3,1,0
R-2023-05-01-06,2023-05-01 12:21:55,47.61787,-122.31813,1.1,1,1
R-2023-05-01-06,2023-05-01 12:33:11,47.63219,-122.32389,31.9,1,0
R-2023-05-01-06,2023-05-01 12:44:27,47.61742,-122.34003,35.2,1,0
R-2023-05-01-06,2023-05-01 12:55:43,47.58989,-122.33696,21.5,1,0
R-2023-05-01-06,2023-05-01 13:06:59,47.61715,-122.29182,21.5,1,0
R-2023-05-01-06,2023-05-01 13:18:15,47.61197,-122.2973,30.1,1,0
R-2023-05-01-06,2023-05-01 13:29:31,47.64416,-122.35437,27.1,1,0
R-2023-05-01-06,2023-05-01 13:40:47,47.6019,-122.35289,27.1,1,0
R-2023-05-01-06,2023-05-01 13:52:03,47.61796,-122.32308,24.8,1,0
R-2023-05-01-06,2023-05-01 14:03:19,47.62511,-122.33707,3.7,1,0
R-2023-05-01-06,2023-05-01 14:14:35,47.61681,-122.31508,25.6,1,0
R-2023-05-01-06,2023-05-01 14:25:51,47.605,-122.33197,31.8,1,0
R-2023-05-01-06,2023-05-01 14:37:07,47.56645,-122.32476,0.0,1,1
R-2023-05-01-06,2023-05-01 14:48:23,47.62489,-122.36279,15.6,1,0
R-2023-05-01-06,2023-05-01 14:59:39,47.59451,-122.3396,34.9,1,0
R-2023-05-01-06,2023-05-01 15:10:55,47.63623,-122.30025,32.3,1,0
R-2023-05-01-06,2023-05-01 15:22:11,47.62643,-122.37024,0.0,1,1
R-2023-05-01-06,2023-05-01 15:33:27,47.59092,-122.35328,30.7,1,0
R-2023-05-01-06,2023-05-01 15:44:43,47.61867,-122.31523,33.5,1,0
R-2023-05-01-06,2023-05-01 15:55:59,47.60986,-122.33682,22.7,1,0
R-2023-05-01-06,2023-05-01 16:07:15,47.59362,-122.30687,0.0,1,1
R-2023-05-01-06,2023-05-01 16:18:31,47.62665,-122.30993,0.0,1,1
R-2023-05-01-06,2023-05-01 16:29:47,47.59919,-122.31993,27.5,1,0
R-2023-05-01-06,2023-05-01 16:41:03,47.61086,-122.36227,1.7,1,1
R-2023-05-01-06,2023-05-01 16:52:19,47.59496,-122.30418,0.0,1,1
R-2023-05-01-07,2023-05-01 10:18:00,40.69959,-73.99665,24.5,1,0
R-2023-05-01-07,2023-05-01 10:28:06,40.70465,-74.00155,30.1,1,0
R-2023-05-01-07,2023-05-01 10:38:12,40.72095,-74.00424,35.3,1,0
R-2023-05-01-07,2023-05-01 10:48:18,40.6891,-73.98354,18.3,1,0
R-2023-05-01-07,2023-05-01 10:58:25,40.72977,-74.03523,20.0,1,0
R-2023-05-01-07,2023-05-01 11:08:31,40.72421,-74.02289,30.3,1,0
R-2023-05-01-07,2023-05-01 11:18:37,40.7052,-74.00969,24.0,1,0
R-2023-05-01-07,2023-05-01 11:28:44,40.71207,-74.00065,31.9,1,0
R-2023-05-01-07,2023-05-01 11:38:50,40.71077,-73.96979,23.5,1,0
R-2023-05-01-07,2023-05-01 11:48:56,40.67065,-74.03748,22.3,1,0
R-2023-05-01-07,2023-05-01 11:59:03,40.77015,-73.95841,22.4,1,0
R-2023-05-01-07,2023-05-01 12:09:09,40.69556,-73.96009,25.6,1,0
R-2023-05-01-07,2023-05-01 12:19:15,40.68171,-74.02688,34.3,1,0
R-2023-05-01-07,2023-05-01 12:29:22,40.70696,-74.0045,9.6,1,0
R-2023-05-01-07,2023-05-01 12:39:28,40.7426,-74.00665,31.3,1,0
R-2023-05-01-07,2023-05-01 12:49:34,40.67504,-73.9732,33.1,1,0
R-2023-05-01-07,2023-05-01 12:59:41,40.73186,-73.96934,24.1,1,0
R-2023-05-01-07,2023-05-01 13:09:47,40.71454,-74.02094,23.8,1,0
R-2023-05-01-07,2023-05-01 13:19:53,40.75611,-74.02338,30.1,1,0
R-2023-05-01-07,2023-05-01 13:30:00,40.70562,-74.02348,2.0,1,1
R-2023-05-01-07,2023-05-01 13:40:06,40.73068,-74.01442,28.2,1,0
R-2023-05-01-07,2023-05-01 13:50:12,40.72018,-74.00774,19.1,1,0
R-2023-05-01-07,2023-05-01 14:00:19,40.70741,-73.99867,25.8,1,0
R-2023-05-01-07,2023-05-01 14:10:25,40.73568,-74.02598,23.3,1,0
R-2023-05-01-07,2023-05-01 14:20:31,40.72546,-74.02528,28.3,1,0
R-2023-05-01-07,2023-05-01 14:30:38,40.71214,-74.03637,0.0,1,1
R-2023-05-01-07,2023-05-01 14:40:44,40.7159,-73.99318,7.9,1,0
R-2023-05-01-07,2023-05-01 14:50:50,40.70998,-74.00099,30.0,1,0
R-2023-05-01-07,2023-05-01 15:00:57,40.75152,-74.01439,1.0,1,1
R-2023-05-01-07,2023-05-01 15:11:03,40.75226,-74.02377,24.0,1,0
R-2023-05-01-07,2023-05-01 15:21:09,40.69651,-74.0335,24.5,1,0
R-2023-05-01-07,2023-05-01 15:31:16,40.72201,-74.01269,28.3,1,0
R-2023-05-01-07,2023-05-01 15:41:22,40.66305,-74.00844,24.5,1,0
R-2023-05-01-07,2023-05-01 15:51:28,40.71124,-74.02652,0.0,1,1
R-2023-05-01-07,2023-05-01 16:01:35,40.67121,-74.00499,0.0,1,1
R-2023-05-01-07,2023-05-01 16:11:41,40.69381,-73.98822,30.9,1,0
R-2023-05-01-07,2023-05-01 16:21:47,40.71245,-74.02037,27.3,1,0
R-2023-05-01-07,2023-05-01 16:31:54,40.70118,-74.00907,0.0,1,1
R-2023-05-01-07,2023-05-01 16:42:00,40.70735,-73.99737,22.0,1,0
R-2023-05-01-07,2023-05-01 16:52:06,40.68505,-74.02825,23.8,1,0
R-2023-05-01-07,2023-05-01 17:02:13,40.69866,-74.02909,31.9,1,0
R-2023-05-01-07,2023-05-01 17:12:19,40.69997,-74.00846,25.4,1,0
R-2023-05-01-07,2023-05-01 17:22:25,40.69919,-74.01903,28.6,1,0
R-2023-05-01-07,2023-05-01 17:32:32,40.71072,-74.0141,0.0,1,1
R-2023-05-01-07,2023-05-01 17:42:38,40.70354,-74.01251,27.5,1,0
R-2023-05-01-07,2023-05-01 17:52:44,40.69302,-74.02737,28.2,1,0
